SOURCE: ISic000672-MK-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Mn  K  1.623044e+02  9.23e+01  4.917e-05  
Fe  K  9.862859e+03  1.42e+02  0.002489  
Co  K  1.404344e+03  1.01e+02  0.0003149  
Ni  K  1.905504e+02  1.32e+02  3.675e-05  
Cu  K  4.416416e+02  8.78e+01  8.131e-05  
Zn  K  1.309324e+03  9.41e+01  0.0002375  
As  K  4.921475e+02  8.37e+01  9.797e-05  
Rb  K  1.526705e+02  5.32e+01  6.811e-05  
Sr  K  5.427933e+01  3.84e+01  3.415e-05  
Y  K  4.799859e-03  1.34e+01  5.306e-09  
Zr  K  5.817723e+04  1.52e+05  0.1198  
Rh  L  6.022971e+04  4.99e+02  0.1107  
Pd  L  2.035957e+01  4.67e+02  2.691e-05  

SOURCE: ISic000680-MK-c.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  7.524719e+01  4.69e+01  0.004001  
P  K  1.068155e+00  8.29e+01  9.689e-06  
S  K  5.256027e+03  1.10e+02  0.01448  
Cl  K  2.389570e+03  2.39e+02  0.003348  
