SOURCE: ISic000613-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Rh  K  1.650354e+04  3.98e+03  0.003745  
Rh  L  6.677980e+01  8.01e+01  0.0009679  
Pd  K  1.114333e+04  5.73e+02  0.002765  
Pd  L  9.150442e+02  9.62e+01  0.01041  
Sn  K  1.371897e+03  1.11e+02  0.000608  
Ba  L  1.602550e+02  5.03e+01  0.0001955  
Au  L  2.397237e+02  5.94e+01  7.68e-05  
Hg  L  1.507994e+02  6.31e+01  4.587e-05  
Pb  L  4.844855e+03  1.62e+02  0.001269  

SOURCE: ISic001247-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  6.983739e+02  4.75e+01  0.03695  
Cl  K  2.339547e+02  5.05e+01  0.00562  
Ar  K  9.434236e+02  6.77e+01  0.01145  
K  K  1.448680e+03  5.73e+01  0.008284  
Ca  K  2.480070e+05  5.05e+02  0.7354  
Sc  K  3.000280e+00  1.11e+02  5.328e-06  
Ti  K  2.738407e+02  3.48e+01  0.0002885  
V  K  1.031508e+01  2.34e+01  6.738e-06  
Cr  K  7.388318e+01  1.87e+01  2.979e-05  
Mn  K  2.200861e+02  2.36e+01  5.88e-05  
Fe  K  4.922790e+03  7.42e+01  0.000869  
Co  K  1.409382e+01  2.34e+01  1.769e-06  
Ni  K  3.714465e+01  2.82e+01  3.737e-06  
Cu  K  4.189255e+02  2.87e+01  7.544e-05  
Zn  K  1.445156e+03  4.54e+01  0.0002288  
As  K  8.076422e+02  8.92e+01  0.0002446  
Rb  K  3.869740e+02  7.63e+01  6.273e-05  
Sr  K  1.546522e+04  1.61e+02  0.002311  
Y  K  4.771373e+02  9.17e+01  6.695e-05  
Zr  K  7.867246e+02  1.12e+02  0.0001059  
Rh  K  1.462789e+04  3.89e+03  0.003339  
Rh  L  1.222068e+02  8.21e+01  0.001782  
Pd  K  1.142701e+04  5.60e+02  0.002853  
Pd  L  8.050434e+02  9.75e+01  0.009219  
Sn  K  1.441095e+03  1.09e+02  0.0006426  
Ba  L  6.018841e+01  4.89e+01  7.387e-05  
Au  L  2.082362e+02  5.94e+01  6.634e-05  
Hg  L  1.334666e+02  6.13e+01  4.08e-05  
Pb  L  2.604474e+03  1.45e+02  0.0006823  

SOURCE: ISic001247-t-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  2.962577e+02  4.22e+01  0.01533  
Cl  K  2.598005e+02  5.10e+01  0.006102  
Ar  K  9.821084e+02  6.87e+01  0.01165  
K  K  1.437864e+03  5.73e+01  0.008035  
Ca  K  2.592129e+05  5.13e+02  0.7511  
Sc  K  1.883639e+01  1.09e+02  3.269e-05  
Ti  K  2.017070e+02  3.31e+01  0.0002077  
V  K  8.696691e+01  2.44e+01  5.554e-05  
Cr  K  1.225301e+02  2.01e+01  4.833e-05  
Mn  K  2.780460e+02  2.49e+01  7.268e-05  
Fe  K  5.003085e+03  7.48e+01  0.0008647  
Co  K  1.422461e+01  2.27e+01  1.75e-06  
Ni  K  7.925220e-01  2.70e+01  9.067e-08  
Cu  K  4.127728e+02  2.77e+01  7.576e-05  
Zn  K  5.769673e+02  3.25e+01  9.145e-05  
As  K  5.738491e+02  9.64e+01  0.000171  
Rb  K  4.464604e+02  7.67e+01  7.108e-05  
Sr  K  1.765124e+04  1.69e+02  0.00259  
Y  K  6.322960e+02  9.37e+01  8.708e-05  
Zr  K  5.391807e+02  1.14e+02  7.125e-05  
Rh  K  1.636766e+04  3.92e+03  0.003664  
Rh  L  1.219546e+02  8.32e+01  0.001741  
Pd  K  1.011472e+04  5.62e+02  0.002476  
Pd  L  9.101350e+02  9.97e+01  0.0102  
Sn  K  1.448690e+03  1.08e+02  0.0006332  
Ba  L  9.795275e+01  4.83e+01  0.0001176  
Au  L  1.319427e+02  5.69e+01  4.225e-05  
Hg  L  1.723748e+02  6.27e+01  5.182e-05  
Pb  L  4.272494e+03  1.56e+02  0.001112  

