SOURCE: ISic000007-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Cu  K  3.211089e+02  3.25e+01  5.97e-05  
Zn  K  4.134653e+02  3.59e+01  6.632e-05  
As  K  1.277211e+04  3.37e+02  0.003848  
Rb  K  6.295459e+01  7.21e+01  1.013e-05  
Sr  K  1.881712e+04  1.77e+02  0.002791  
Y  K  2.775406e+01  1.26e+02  3.864e-06  
Zr  K  2.104953e+00  1.02e+02  2.812e-07  
Rh  K  1.802912e+01  4.70e+03  4.08e-06  
Rh  L  5.610390e+01  7.46e+01  0.0008095  
Pd  K  7.062467e+03  4.02e+02  0.001748  
Pd  L  2.921834e+02  8.64e+01  0.00331  
Sn  K  2.783935e+02  1.12e+02  0.000123  
Ba  L  2.272808e+02  5.97e+01  0.0002758  
Au  L  8.058103e+00  8.41e+01  2.612e-06  
Hg  L  3.617837e+00  9.74e+01  1.1e-06  
Pb  L  4.366660e+05  7.43e+02  0.115  

SOURCE: ISic000509-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  8.033600e+01  3.18e+01  0.004041  
Cl  K  1.117844e+02  3.96e+01  0.002551  
Ar  K  5.025306e+02  5.24e+01  0.00579  
K  K  8.962768e+02  4.54e+01  0.004865  
Ca  K  1.333588e+05  3.71e+02  0.3753  
Sc  K  2.223988e+02  8.70e+01  0.0003749  
Ti  K  1.004613e+02  3.10e+01  0.0001005  
V  K  1.749499e+01  2.13e+01  1.085e-05  
Cr  K  8.186505e+02  3.55e+01  0.0003137  
Mn  K  1.554195e+02  2.57e+01  3.948e-05  
Fe  K  1.266949e+04  1.16e+02  0.002129  
Co  K  1.330310e+02  3.08e+01  1.592e-05  
Ni  K  1.010206e+02  2.58e+01  1.269e-05  
Cu  K  4.593364e+02  2.89e+01  8.376e-05  
Zn  K  3.642421e+02  2.83e+01  5.694e-05  
As  K  3.217983e+01  7.44e+01  9.394e-06  
Rb  K  8.449938e+02  7.72e+01  0.0001316  
Sr  K  1.435995e+04  1.56e+02  0.002061  
Y  K  7.393675e+02  8.90e+01  9.958e-05  
Zr  K  8.591674e+02  1.08e+02  0.000111  
Rh  K  1.189393e+04  3.60e+03  0.002602  
Rh  L  4.730112e+01  6.42e+01  0.0006579  
Pd  K  8.438084e+03  5.07e+02  0.002019  
Pd  L  4.876140e+02  7.68e+01  0.005322  
Sn  K  9.462738e+02  9.69e+01  0.0004041  
Ba  L  7.941652e+01  4.82e+01  9.27e-05  
Au  L  2.956675e+02  5.57e+01  9.362e-05  
Hg  L  3.937876e+02  6.22e+01  0.0001159  
Pb  L  1.381337e+03  1.30e+02  0.0003536  

SOURCE: ISic000509-t-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.974497e+02  3.38e+01  0.01016  
Cl  K  1.654260e+02  4.06e+01  0.003864  
Ar  K  6.604239e+02  5.58e+01  0.00779  
K  K  9.301936e+02  4.59e+01  0.00517  
Ca  K  1.397325e+05  3.79e+02  0.4027  
Sc  K  2.304023e+02  8.93e+01  0.0003976  
Ti  K  1.612559e+02  3.64e+01  0.0001651  
V  K  1.033367e+01  2.52e+01  6.563e-06  
Cr  K  8.514417e+02  3.66e+01  0.0003339  
Mn  K  1.698407e+02  2.67e+01  4.415e-05  
Fe  K  1.058105e+04  1.07e+02  0.001818  
Co  K  5.208721e+01  2.87e+01  6.371e-06  
Ni  K  3.703407e+01  2.74e+01  4.147e-06  
Cu  K  3.199985e+02  2.60e+01  5.821e-05  
Zn  K  4.816507e+02  3.02e+01  7.576e-05  
As  K  5.584746e+00  7.09e+01  1.653e-06  
Rb  K  6.900262e+02  7.57e+01  0.0001092  
Sr  K  1.540448e+04  1.58e+02  0.002246  
Y  K  8.479900e+02  8.89e+01  0.0001161  
Zr  K  9.679953e+02  1.09e+02  0.0001271  
Rh  K  1.526801e+04  3.69e+03  0.003397  
Rh  L  4.941499e+01  6.46e+01  0.0007014  
Pd  K  8.343780e+03  5.22e+02  0.00203  
Pd  L  5.188375e+02  7.86e+01  0.005781  
Sn  K  9.508279e+02  9.96e+01  0.000413  
Ba  L  4.879764e+02  5.96e+01  0.0005827  
Au  L  1.141627e+02  5.60e+01  3.626e-05  
Hg  L  1.742967e+02  6.16e+01  5.206e-05  
Pb  L  7.562608e+02  1.26e+02  0.0001954  

SOURCE: ISic000509-t-c.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.065138e+02  3.10e+01  0.005368  
Cl  K  5.661968e+01  3.76e+01  0.001295  
Ar  K  4.867464e+02  5.10e+01  0.00562  
K  K  7.766691e+02  4.29e+01  0.004225  
Ca  K  1.317489e+05  3.67e+02  0.3716  
Sc  K  1.688443e+02  8.48e+01  0.0002852  
Ti  K  6.845788e+01  2.89e+01  6.862e-05  
V  K  1.424170e+00  1.97e+01  8.854e-07  
